date,card_id,name,set_name,set_id,rarity,card_number,release_date,market_price,low_price,mid_price,high_price,tcgplayer_url
2026-06-24,sv6pt5-65,Tapu Bulu,Shrouded Fable,sv6pt5,Illustration Rare,65,2024/08/02,14.07,9.0,15.78,75.0,https://prices.pokemontcg.io/tcgplayer/sv6pt5-65
2026-06-24,rsv10pt5-119,Woobat,White Flare,rsv10pt5,Illustration Rare,119,2025/07/18,14.05,11.0,16.1,103.1,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-119
2026-06-24,rsv10pt5-152,Patrat,White Flare,rsv10pt5,Illustration Rare,152,2025/07/18,13.98,8.5,28.25,94.8,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-152
2026-06-24,sv8-204,Mesprit,Surging Sparks,sv8,Illustration Rare,204,2024/11/08,13.92,10.51,14.92,239.2,https://prices.pokemontcg.io/tcgplayer/sv8-204
2026-06-24,sv7-154,Gulpin,Stellar Crown,sv7,Illustration Rare,154,2024/09/13,13.9,10.0,15.25,99.1,https://prices.pokemontcg.io/tcgplayer/sv7-154
2026-06-24,zsv10pt5-122,Golett,Black Bolt,zsv10pt5,Illustration Rare,122,2025/07/18,13.88,6.59,22.5,59.78,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-122
2026-06-24,rsv10pt5-110,Swanna,White Flare,rsv10pt5,Illustration Rare,110,2025/07/18,13.85,12.99,15.97,100.59,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-110
2026-06-24,zsv10pt5-119,Duosion,Black Bolt,zsv10pt5,Illustration Rare,119,2025/07/18,13.77,11.3,15.77,200.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-119
2026-06-24,zsv10pt5-120,Elgyem,Black Bolt,zsv10pt5,Illustration Rare,120,2025/07/18,13.73,11.82,16.0,83.4,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-120
2026-06-24,rsv10pt5-120,Swoobat,White Flare,rsv10pt5,Illustration Rare,120,2025/07/18,13.73,20.0,55.32,9999.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-120
2026-06-24,sv1-246,Great Tusk ex,Scarlet & Violet,sv1,Special Illustration Rare,246,2023/03/31,13.59,9.95,14.84,57.9,https://prices.pokemontcg.io/tcgplayer/sv1-246
2026-06-24,rsv10pt5-126,Frillish,White Flare,rsv10pt5,Illustration Rare,126,2025/07/18,13.54,12.99,15.0,140.1,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-126
2026-06-24,sv2-213,Gothorita,Paldea Evolved,sv2,Illustration Rare,213,2023/06/09,13.54,10.82,15.36,96.95,https://prices.pokemontcg.io/tcgplayer/sv2-213
2026-06-24,sv6-175,Phione,Twilight Masquerade,sv6,Illustration Rare,175,2024/05/24,13.52,9.99,14.24,80.0,https://prices.pokemontcg.io/tcgplayer/sv6-175
2026-06-24,sv2-279,Basic Water Energy,Paldea Evolved,sv2,Hyper Rare,279,2023/06/09,13.48,9.1,14.93,144.19,https://prices.pokemontcg.io/tcgplayer/sv2-279
2026-06-24,rsv10pt5-99,Pansear,White Flare,rsv10pt5,Illustration Rare,99,2025/07/18,13.38,12.47,15.34,88.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-99
2026-06-24,sv6-170,Dipplin,Twilight Masquerade,sv6,Illustration Rare,170,2024/05/24,13.38,9.99,14.25,69.9,https://prices.pokemontcg.io/tcgplayer/sv6-170
2026-06-24,sv7-174,Area Zero Underdepths,Stellar Crown,sv7,Hyper Rare,174,2024/09/13,13.34,10.54,13.77,113.29,https://prices.pokemontcg.io/tcgplayer/sv7-174
2026-06-24,sv10-204,Kangaskhan,Destined Rivals,sv10,Illustration Rare,204,2025/05/30,13.31,11.12,14.42,100.1,https://prices.pokemontcg.io/tcgplayer/sv10-204
2026-06-24,sv4pt5-245,Koraidon ex,Paldean Fates,sv4pt5,Hyper Rare,245,2024/01/26,12.94,10.0,13.86,117.22,https://prices.pokemontcg.io/tcgplayer/sv4pt5-245
2026-06-24,sv7-171,Briar,Stellar Crown,sv7,Special Illustration Rare,171,2024/09/13,12.93,11.31,14.0,124.0,https://prices.pokemontcg.io/tcgplayer/sv7-171
2026-06-24,sv6-212,Hearthflame Mask Ogerpon ex,Twilight Masquerade,sv6,Special Illustration Rare,212,2024/05/24,12.86,9.99,15.0,200.0,https://prices.pokemontcg.io/tcgplayer/sv6-212
2026-06-24,sv6-185,Applin,Twilight Masquerade,sv6,Illustration Rare,185,2024/05/24,12.69,7.96,12.98,85.42,https://prices.pokemontcg.io/tcgplayer/sv6-185
2026-06-24,sv5-163,Shiftry,Temporal Forces,sv5,Illustration Rare,163,2024/03/22,12.61,7.0,13.82,75.57,https://prices.pokemontcg.io/tcgplayer/sv5-163
2026-06-24,rsv10pt5-132,Archeops,White Flare,rsv10pt5,Illustration Rare,132,2025/07/18,12.53,10.0,14.06,109.9,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-132
2026-06-24,sv3-204,Houndour,Obsidian Flames,sv3,Illustration Rare,204,2023/08/11,12.46,9.45,12.99,94.19,https://prices.pokemontcg.io/tcgplayer/sv3-204
2026-06-24,sv5-215,Walking Wake ex,Temporal Forces,sv5,Hyper Rare,215,2024/03/22,12.38,8.0,12.5,93.5,https://prices.pokemontcg.io/tcgplayer/sv5-215
2026-06-24,sv3-208,Pidgeotto,Obsidian Flames,sv3,Illustration Rare,208,2023/08/11,12.37,9.99,13.89,68.08,https://prices.pokemontcg.io/tcgplayer/sv3-208
2026-06-24,sv4-248,Iron Hands ex,Paradox Rift,sv4,Special Illustration Rare,248,2023/11/03,12.36,10.5,13.5,210.2,https://prices.pokemontcg.io/tcgplayer/sv4-248
2026-06-24,sv4-191,Wimpod,Paradox Rift,sv4,Illustration Rare,191,2023/11/03,12.36,8.55,13.87,112.12,https://prices.pokemontcg.io/tcgplayer/sv4-191
2026-06-24,sv10-192,Blaziken,Destined Rivals,sv10,Illustration Rare,192,2025/05/30,12.31,10.0,14.0,99.9,https://prices.pokemontcg.io/tcgplayer/sv10-192
2026-06-24,sv3-222,Eiscue ex,Obsidian Flames,sv3,Special Illustration Rare,222,2023/08/11,12.27,6.0,8.57,9999.0,https://prices.pokemontcg.io/tcgplayer/sv3-222
2026-06-24,sv4pt5-241,Chi-Yu ex,Paldean Fates,sv4pt5,Hyper Rare,241,2024/01/26,12.24,9.5,12.49,95.0,https://prices.pokemontcg.io/tcgplayer/sv4pt5-241
2026-06-24,sv2-227,Flamigo,Paldea Evolved,sv2,Illustration Rare,227,2023/06/09,12.21,9.99,13.0,125.74,https://prices.pokemontcg.io/tcgplayer/sv2-227
2026-06-24,rsv10pt5-147,Zweilous,White Flare,rsv10pt5,Illustration Rare,147,2025/07/18,12.18,8.31,13.69,83.4,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-147
2026-06-24,sv4-190,Vanillish,Paradox Rift,sv4,Illustration Rare,190,2023/11/03,12.15,9.39,13.71,163.55,https://prices.pokemontcg.io/tcgplayer/sv4-190
2026-06-24,zsv10pt5-90,Simisage,Black Bolt,zsv10pt5,Illustration Rare,90,2025/07/18,12.08,9.99,14.4,66.65,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-90
2026-06-24,sv2-263,Ting-Lu ex,Paldea Evolved,sv2,Special Illustration Rare,263,2023/06/09,12.05,9.94,13.74,92.12,https://prices.pokemontcg.io/tcgplayer/sv2-263
2026-06-24,sv4-195,Blitzle,Paradox Rift,sv4,Illustration Rare,195,2023/11/03,12.02,6.49,11.94,69.19,https://prices.pokemontcg.io/tcgplayer/sv4-195
2026-06-24,rsv10pt5-122,Yamask,White Flare,rsv10pt5,Illustration Rare,122,2025/07/18,11.95,8.99,19.99,104.1,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-122
2026-06-24,zsv10pt5-117,Musharna,Black Bolt,zsv10pt5,Illustration Rare,117,2025/07/18,11.9,10.0,17.5,85.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-117
2026-06-24,sv1-243,Spidops ex,Scarlet & Violet,sv1,Special Illustration Rare,243,2023/03/31,11.89,8.97,12.2,59.77,https://prices.pokemontcg.io/tcgplayer/sv1-243
2026-06-24,rsv10pt5-97,Pignite,White Flare,rsv10pt5,Illustration Rare,97,2025/07/18,11.86,10.19,13.76,9999.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-97
2026-06-24,zsv10pt5-136,Krokorok,Black Bolt,zsv10pt5,Illustration Rare,136,2025/07/18,11.83,10.0,17.12,75.81,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-136
2026-06-24,sv2-264,Squawkabilly ex,Paldea Evolved,sv2,Special Illustration Rare,264,2023/06/09,11.8,8.0,13.3,45.0,https://prices.pokemontcg.io/tcgplayer/sv2-264
2026-06-24,rsv10pt5-114,Blitzle,White Flare,rsv10pt5,Illustration Rare,114,2025/07/18,11.76,10.05,18.58,76.7,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-114
2026-06-24,sv7-173,Terapagos ex,Stellar Crown,sv7,Hyper Rare,173,2024/09/13,11.74,10.03,12.24,101.56,https://prices.pokemontcg.io/tcgplayer/sv7-173
2026-06-24,rsv10pt5-130,Sawk,White Flare,rsv10pt5,Illustration Rare,130,2025/07/18,11.68,11.77,24.99,79.9,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-130
2026-06-24,sv2-214,Sandygast,Paldea Evolved,sv2,Illustration Rare,214,2023/06/09,11.59,9.25,12.6,68.98,https://prices.pokemontcg.io/tcgplayer/sv2-214
2026-06-24,rsv10pt5-133,Mienfoo,White Flare,rsv10pt5,Illustration Rare,133,2025/07/18,11.56,10.0,13.6,90.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-133
2026-06-24,sv8pt5-177,Teal Mask Ogerpon ex,Prismatic Evolutions,sv8pt5,Hyper Rare,177,2025/01/17,11.52,9.25,13.13,9999.0,https://prices.pokemontcg.io/tcgplayer/sv8pt5-177
2026-06-24,sv5-173,Relicanth,Temporal Forces,sv5,Illustration Rare,173,2024/03/22,11.52,8.99,11.95,45.0,https://prices.pokemontcg.io/tcgplayer/sv5-173
2026-06-24,zsv10pt5-98,Darmanitan,Black Bolt,zsv10pt5,Illustration Rare,98,2025/07/18,11.41,9.26,12.98,63.7,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-98
2026-06-24,sv2-229,Dudunsparce,Paldea Evolved,sv2,Illustration Rare,229,2023/06/09,11.41,6.75,11.99,69.06,https://prices.pokemontcg.io/tcgplayer/sv2-229
2026-06-24,zsv10pt5-102,Simipour,Black Bolt,zsv10pt5,Illustration Rare,102,2025/07/18,11.4,8.0,12.99,89.99,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-102
2026-06-24,rsv10pt5-88,Swadloon,White Flare,rsv10pt5,Illustration Rare,88,2025/07/18,11.39,9.12,14.06,79.68,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-88
2026-06-24,sv2-207,Quaxwell,Paldea Evolved,sv2,Illustration Rare,207,2023/06/09,11.38,7.0,11.95,62.14,https://prices.pokemontcg.io/tcgplayer/sv2-207
2026-06-24,sv8-198,Feebas,Surging Sparks,sv8,Illustration Rare,198,2024/11/08,11.31,6.0,12.0,67.0,https://prices.pokemontcg.io/tcgplayer/sv8-198
2026-06-24,sv2-225,Rookidee,Paldea Evolved,sv2,Illustration Rare,225,2023/06/09,11.3,9.95,12.96,40.0,https://prices.pokemontcg.io/tcgplayer/sv2-225
2026-06-24,sv8-209,Skarmory,Surging Sparks,sv8,Illustration Rare,209,2024/11/08,11.28,7.98,12.49,74.7,https://prices.pokemontcg.io/tcgplayer/sv8-209
2026-06-24,sv5-174,Excadrill,Temporal Forces,sv5,Illustration Rare,174,2024/03/22,11.28,6.03,13.0,71.47,https://prices.pokemontcg.io/tcgplayer/sv5-174
2026-06-24,sv4pt5-242,Chien-Pao ex,Paldean Fates,sv4pt5,Hyper Rare,242,2024/01/26,11.26,7.76,11.72,73.16,https://prices.pokemontcg.io/tcgplayer/sv4pt5-242
2026-06-24,sv2-266,Dendra,Paldea Evolved,sv2,Special Illustration Rare,266,2023/06/09,11.23,8.22,12.25,40.0,https://prices.pokemontcg.io/tcgplayer/sv2-266
2026-06-24,sv4-192,Veluza,Paradox Rift,sv4,Illustration Rare,192,2023/11/03,11.18,8.89,13.1,25.0,https://prices.pokemontcg.io/tcgplayer/sv4-192
2026-06-24,rsv10pt5-121,Sigilyph,White Flare,rsv10pt5,Illustration Rare,121,2025/07/18,11.16,6.5,12.94,72.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-121
2026-06-24,sv4-210,Aegislash,Paradox Rift,sv4,Illustration Rare,210,2023/11/03,11.16,7.13,11.65,55.8,https://prices.pokemontcg.io/tcgplayer/sv4-210
2026-06-24,sv2-198,Bramblin,Paldea Evolved,sv2,Illustration Rare,198,2023/06/09,11.12,8.0,11.14,55.6,https://prices.pokemontcg.io/tcgplayer/sv2-198
2026-06-24,sv1-220,Kingambit,Scarlet & Violet,sv1,Illustration Rare,220,2023/03/31,10.91,8.04,11.35,70.0,https://prices.pokemontcg.io/tcgplayer/sv1-220
2026-06-24,zsv10pt5-107,Carracosta,Black Bolt,zsv10pt5,Illustration Rare,107,2025/07/18,10.9,7.83,11.9,71.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-107
2026-06-24,sv4-216,Iron Jugulis,Paradox Rift,sv4,Illustration Rare,216,2023/11/03,10.88,9.55,11.99,75.62,https://prices.pokemontcg.io/tcgplayer/sv4-216
2026-06-24,sv8pt5-180,Terapagos ex,Prismatic Evolutions,sv8pt5,Hyper Rare,180,2025/01/17,10.82,8.0,12.13,125.0,https://prices.pokemontcg.io/tcgplayer/sv8pt5-180
2026-06-24,sv2-278,Basic Grass Energy,Paldea Evolved,sv2,Hyper Rare,278,2023/06/09,10.8,6.97,12.0,149.27,https://prices.pokemontcg.io/tcgplayer/sv2-278
2026-06-24,sv1-209,Pawmot,Scarlet & Violet,sv1,Illustration Rare,209,2023/03/31,10.75,8.82,11.76,140.0,https://prices.pokemontcg.io/tcgplayer/sv1-209
2026-06-24,zsv10pt5-132,Venipede,Black Bolt,zsv10pt5,Illustration Rare,132,2025/07/18,10.64,6.3,22.5,80.51,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-132
2026-06-24,sv6-221,Teal Mask Ogerpon ex,Twilight Masquerade,sv6,Hyper Rare,221,2024/05/24,10.62,7.29,11.02,70.98,https://prices.pokemontcg.io/tcgplayer/sv6-221
2026-06-24,zsv10pt5-110,Beartic,Black Bolt,zsv10pt5,Illustration Rare,110,2025/07/18,10.57,7.5,11.81,80.7,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-110
2026-06-24,sv8-199,Spheal,Surging Sparks,sv8,Illustration Rare,199,2024/11/08,10.54,7.99,11.2,35.0,https://prices.pokemontcg.io/tcgplayer/sv8-199
2026-06-24,sv10-200,Team Rocket's Murkrow,Destined Rivals,sv10,Illustration Rare,200,2025/05/30,10.51,8.48,11.1,99.5,https://prices.pokemontcg.io/tcgplayer/sv10-200
2026-06-24,rsv10pt5-134,Mienshao,White Flare,rsv10pt5,Illustration Rare,134,2025/07/18,10.49,7.81,13.0,59.95,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-134
2026-06-24,zsv10pt5-143,Bisharp,Black Bolt,zsv10pt5,Illustration Rare,143,2025/07/18,10.48,9.38,12.24,83.3,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-143
2026-06-24,rsv10pt5-90,Cottonee,White Flare,rsv10pt5,Illustration Rare,90,2025/07/18,10.45,7.62,14.5,75.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-90
2026-06-24,rsv10pt5-145,Mandibuzz,White Flare,rsv10pt5,Illustration Rare,145,2025/07/18,10.44,6.37,12.95,59.5,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-145
2026-06-24,sv10-243,Jamming Tower,Destined Rivals,sv10,Hyper Rare,243,2025/05/30,10.41,8.97,12.0,123.6,https://prices.pokemontcg.io/tcgplayer/sv10-243
2026-06-24,sv8-250,Gravity Mountain,Surging Sparks,sv8,Hyper Rare,250,2024/11/08,10.33,8.8,11.0,109.9,https://prices.pokemontcg.io/tcgplayer/sv8-250
2026-06-24,sv4-188,Snorunt,Paradox Rift,sv4,Illustration Rare,188,2023/11/03,10.26,7.0,10.99,28.0,https://prices.pokemontcg.io/tcgplayer/sv4-188
2026-06-24,sv8-248,Alolan Exeggutor ex,Surging Sparks,sv8,Hyper Rare,248,2024/11/08,10.24,9.38,11.6,109.9,https://prices.pokemontcg.io/tcgplayer/sv8-248
2026-06-24,sv10-189,Rapidash,Destined Rivals,sv10,Illustration Rare,189,2025/05/30,10.17,9.0,11.44,78.1,https://prices.pokemontcg.io/tcgplayer/sv10-189
2026-06-24,zsv10pt5-155,Braviary,Black Bolt,zsv10pt5,Illustration Rare,155,2025/07/18,10.13,7.46,10.84,73.1,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-155
2026-06-24,sv10-199,Team Rocket's Weezing,Destined Rivals,sv10,Illustration Rare,199,2025/05/30,10.06,8.8,10.92,10369.0,https://prices.pokemontcg.io/tcgplayer/sv10-199
2026-06-24,rsv10pt5-93,Shelmet,White Flare,rsv10pt5,Illustration Rare,93,2025/07/18,10.0,10.08,19.5,72.5,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-93
2026-06-25,sv8pt5-161,Umbreon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,161,2025/01/17,1552.8,1209.86,1786.94,3998.38,https://prices.pokemontcg.io/tcgplayer/sv8pt5-161
2026-06-25,sv4pt5-232,Mew ex,Paldean Fates,sv4pt5,Special Illustration Rare,232,2024/01/26,1002.34,960.0,1081.16,10000.0,https://prices.pokemontcg.io/tcgplayer/sv4pt5-232
2026-06-25,me2-125,Mega Charizard X ex,Phantasmal Flames,me2,Special Illustration Rare,125,2025/11/14,885.54,795.66,974.95,10000.0,https://prices.pokemontcg.io/tcgplayer/me2-125
2026-06-25,sv10-231,Team Rocket's Mewtwo ex,Destined Rivals,sv10,Special Illustration Rare,231,2025/05/30,557.04,548.99,621.98,899.98,https://prices.pokemontcg.io/tcgplayer/sv10-231
2026-06-25,sv8pt5-156,Sylveon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,156,2025/01/17,549.79,414.61,794.9,1998.18,https://prices.pokemontcg.io/tcgplayer/sv8pt5-156
2026-06-25,sv3pt5-199,Charizard ex,151,sv3pt5,Special Illustration Rare,199,2023/09/22,438.92,371.17,486.62,10000.0,https://prices.pokemontcg.io/tcgplayer/sv3pt5-199
2026-06-25,sv2-203,Magikarp,Paldea Evolved,sv2,Illustration Rare,203,2023/06/09,425.19,359.97,462.49,1200.0,https://prices.pokemontcg.io/tcgplayer/sv2-203
2026-06-25,sv6-214,Greninja ex,Twilight Masquerade,sv6,Special Illustration Rare,214,2024/05/24,400.2,380.99,404.69,1999.98,https://prices.pokemontcg.io/tcgplayer/sv6-214
2026-06-25,sv8-238,Pikachu ex,Surging Sparks,sv8,Special Illustration Rare,238,2024/11/08,382.99,321.9,421.29,539.99,https://prices.pokemontcg.io/tcgplayer/sv8-238
2026-06-25,me2-130,Mega Charizard X ex,Phantasmal Flames,me2,Mega Hyper Rare,130,2025/11/14,357.2,285.0,390.0,99999.0,https://prices.pokemontcg.io/tcgplayer/me2-130
2026-06-25,sv4pt5-234,Charizard ex,Paldean Fates,sv4pt5,Special Illustration Rare,234,2024/01/26,336.53,312.72,372.5,1682.65,https://prices.pokemontcg.io/tcgplayer/sv4pt5-234
2026-06-25,sv8pt5-144,Leafeon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,144,2025/01/17,328.97,296.77,354.89,1200.0,https://prices.pokemontcg.io/tcgplayer/sv8pt5-144
2026-06-25,sv8pt5-155,Espeon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,155,2025/01/17,322.91,295.19,350.0,440.0,https://prices.pokemontcg.io/tcgplayer/sv8pt5-155
2026-06-25,sv8pt5-150,Glaceon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,150,2025/01/17,312.97,283.28,365.77,1967.48,https://prices.pokemontcg.io/tcgplayer/sv8pt5-150
2026-06-25,sv8pt5-149,Vaporeon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,149,2025/01/17,304.15,263.98,380.0,2000.0,https://prices.pokemontcg.io/tcgplayer/sv8pt5-149
2026-06-25,sv10-232,Cynthia's Garchomp ex,Destined Rivals,sv10,Special Illustration Rare,232,2025/05/30,287.92,264.2,318.38,1447.2,https://prices.pokemontcg.io/tcgplayer/sv10-232
2026-06-25,me1-188,Mega Lucario ex,Mega Evolution,me1,Mega Hyper Rare,188,2025/09/26,284.23,266.74,284.0,2605.66,https://prices.pokemontcg.io/tcgplayer/me1-188
2026-06-25,zsv10pt5-166,Zekrom ex,Black Bolt,zsv10pt5,Special Illustration Rare,166,2025/07/18,272.41,324.99,399.97,1000.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-166
2026-06-25,me1-179,Mega Lucario ex,Mega Evolution,me1,Special Illustration Rare,179,2025/09/26,246.5,209.98,266.52,9999.0,https://prices.pokemontcg.io/tcgplayer/me1-179
2026-06-25,zsv10pt5-105,Seismitoad,Black Bolt,zsv10pt5,Illustration Rare,105,2025/07/18,243.77,300.0,461.55,1816.3,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-105
2026-06-25,me1-187,Mega Gardevoir ex,Mega Evolution,me1,Mega Hyper Rare,187,2025/09/26,225.16,210.0,230.0,399.99,https://prices.pokemontcg.io/tcgplayer/me1-187
2026-06-25,rsv10pt5-166,Reshiram ex,White Flare,rsv10pt5,Special Illustration Rare,166,2025/07/18,215.77,219.99,255.26,1653.1,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-166
2026-06-25,sv8pt5-146,Flareon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,146,2025/01/17,215.04,166.14,254.99,1595.1,https://prices.pokemontcg.io/tcgplayer/sv8pt5-146
2026-06-25,me1-178,Mega Gardevoir ex,Mega Evolution,me1,Special Illustration Rare,178,2025/09/26,205.65,190.99,229.95,1711.2,https://prices.pokemontcg.io/tcgplayer/me1-178
2026-06-25,sv4pt5-233,Gardevoir ex,Paldean Fates,sv4pt5,Special Illustration Rare,233,2024/01/26,205.61,184.22,227.6,335.8,https://prices.pokemontcg.io/tcgplayer/sv4pt5-233
2026-06-25,sv8pt5-153,Jolteon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,153,2025/01/17,204.08,193.99,222.34,1463.1,https://prices.pokemontcg.io/tcgplayer/sv8pt5-153
2026-06-25,sv10-230,Ethan's Ho-Oh ex,Destined Rivals,sv10,Special Illustration Rare,230,2025/05/30,199.55,194.99,230.0,9999.0,https://prices.pokemontcg.io/tcgplayer/sv10-230
2026-06-25,sv8-239,Latias ex,Surging Sparks,sv8,Special Illustration Rare,239,2024/11/08,190.81,170.0,211.84,1754.9,https://prices.pokemontcg.io/tcgplayer/sv8-239
2026-06-25,sv8pt5-167,Eevee ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,167,2025/01/17,190.65,180.66,224.97,3009.8,https://prices.pokemontcg.io/tcgplayer/sv8pt5-167
2026-06-25,me1-177,Mega Venusaur ex,Mega Evolution,me1,Special Illustration Rare,177,2025/09/26,185.08,164.0,199.99,1307.9,https://prices.pokemontcg.io/tcgplayer/me1-177
2026-06-25,sv6-220,Perrin,Twilight Masquerade,sv6,Special Illustration Rare,220,2024/05/24,183.41,115.0,195.0,1212.7,https://prices.pokemontcg.io/tcgplayer/sv6-220
2026-06-25,sv8pt5-162,Roaring Moon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,162,2025/01/17,178.5,160.0,208.89,1499.58,https://prices.pokemontcg.io/tcgplayer/sv8pt5-162
2026-06-25,sv3pt5-200,Blastoise ex,151,sv3pt5,Special Illustration Rare,200,2023/09/22,164.5,125.98,174.99,20000.0,https://prices.pokemontcg.io/tcgplayer/sv3pt5-200
2026-06-25,sv8-237,Milotic ex,Surging Sparks,sv8,Special Illustration Rare,237,2024/11/08,141.5,127.0,156.82,969.9,https://prices.pokemontcg.io/tcgplayer/sv8-237
2026-06-25,sv8pt5-165,Dragapult ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,165,2025/01/17,134.46,123.69,141.5,1609.9,https://prices.pokemontcg.io/tcgplayer/sv8pt5-165
2026-06-25,sv7-143,Bulbasaur,Stellar Crown,sv7,Illustration Rare,143,2024/09/13,133.7,125.0,148.53,797.78,https://prices.pokemontcg.io/tcgplayer/sv7-143
2026-06-25,sv10-233,Team Rocket's Nidoking ex,Destined Rivals,sv10,Special Illustration Rare,233,2025/05/30,130.72,110.42,147.58,936.7,https://prices.pokemontcg.io/tcgplayer/sv10-233
2026-06-25,sv9-184,Lillie's Clefairy ex,Journey Together,sv9,Special Illustration Rare,184,2025/03/28,127.22,115.0,144.85,1251.2,https://prices.pokemontcg.io/tcgplayer/sv9-184
2026-06-25,sv7-148,Squirtle,Stellar Crown,sv7,Illustration Rare,148,2024/09/13,126.52,114.0,141.56,1043.19,https://prices.pokemontcg.io/tcgplayer/sv7-148
2026-06-25,sv3pt5-198,Venusaur ex,151,sv3pt5,Special Illustration Rare,198,2023/09/22,126.3,95.6,140.0,1238.98,https://prices.pokemontcg.io/tcgplayer/sv3pt5-198
2026-06-25,sv10-229,Team Rocket's Moltres ex,Destined Rivals,sv10,Special Illustration Rare,229,2025/05/30,123.99,119.99,147.63,919.14,https://prices.pokemontcg.io/tcgplayer/sv10-229
2026-06-25,sv2-211,Raichu,Paldea Evolved,sv2,Illustration Rare,211,2023/06/09,122.0,92.51,120.55,879.66,https://prices.pokemontcg.io/tcgplayer/sv2-211
2026-06-25,sv3-223,Charizard ex,Obsidian Flames,sv3,Special Illustration Rare,223,2023/08/11,121.99,84.99,135.25,999.99,https://prices.pokemontcg.io/tcgplayer/sv3-223
2026-06-25,sv4-199,Groudon,Paradox Rift,sv4,Illustration Rare,199,2023/11/03,119.08,99.0,135.69,898.66,https://prices.pokemontcg.io/tcgplayer/sv4-199
2026-06-25,sv3pt5-168,Charmander,151,sv3pt5,Illustration Rare,168,2023/09/22,118.73,75.0,132.86,505.05,https://prices.pokemontcg.io/tcgplayer/sv3pt5-168
2026-06-25,sv3pt5-202,Zapdos ex,151,sv3pt5,Special Illustration Rare,202,2023/09/22,113.02,97.69,129.69,505.65,https://prices.pokemontcg.io/tcgplayer/sv3pt5-202
2026-06-25,sv3pt5-170,Squirtle,151,sv3pt5,Illustration Rare,170,2023/09/22,110.3,92.17,123.75,958.5,https://prices.pokemontcg.io/tcgplayer/sv3pt5-170
2026-06-25,sv5-177,Gastly,Temporal Forces,sv5,Illustration Rare,177,2024/03/22,107.11,103.99,119.98,498.8,https://prices.pokemontcg.io/tcgplayer/sv5-177
2026-06-25,sv2-226,Maushold,Paldea Evolved,sv2,Illustration Rare,226,2023/06/09,107.05,91.0,111.06,9999.0,https://prices.pokemontcg.io/tcgplayer/sv2-226
2026-06-25,sv3pt5-173,Pikachu,151,sv3pt5,Illustration Rare,173,2023/09/22,101.25,79.95,108.0,10000.0,https://prices.pokemontcg.io/tcgplayer/sv3pt5-173
2026-06-25,sv8pt5-147,Ceruledge ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,147,2025/01/17,100.32,90.0,115.36,939.8,https://prices.pokemontcg.io/tcgplayer/sv8pt5-147
2026-06-25,sv8-247,Pikachu ex,Surging Sparks,sv8,Hyper Rare,247,2024/11/08,98.17,95.0,109.99,568.7,https://prices.pokemontcg.io/tcgplayer/sv8-247
